,Unnamed: 0,Item_Identifier,Item_Type,Physical_Product_Name
784,784,FDO45,Snack Foods,Potato Chips
785,785,FDF08,Fruits and Vegetables,Apples
786,786,FDH58,Snack Foods,Potato Chips
789,789,FDE02,Canned,Canned Beans
792,792,FDR23,Breads,Whole Wheat Bread
794,794,FDY35,Breads,Whole Wheat Bread
797,797,FDG44,Fruits and Vegetables,Apples
798,798,FDQ23,Breads,Whole Wheat Bread
799,799,FDY22,Snack Foods,Potato Chips
800,800,NCN41,Health and Hygiene,Toothpaste
803,803,FDO36,Baking Goods,All-Purpose Flour
804,804,FDH20,Fruits and Vegetables,Apples
805,805,FDN12,Baking Goods,All-Purpose Flour
807,807,FDB09,Fruits and Vegetables,Apples
808,808,FDA09,Snack Foods,Potato Chips
809,809,FDL24,Baking Goods,All-Purpose Flour
810,810,FDP03,Meat,Chicken Breast
812,812,FDO13,Breakfast,Oats
813,813,DRD49,Soft Drinks,Cola
817,817,FDQ15,Meat,Chicken Breast
818,818,NCP50,Others,Miscellaneous Grocery Items
821,821,FDN23,Breads,Whole Wheat Bread
822,822,FDS44,Fruits and Vegetables,Apples
823,823,NCI54,Household,Detergent
826,826,FDA21,Snack Foods,Potato Chips
827,827,FDI41,Frozen Foods,Frozen Pizza
828,828,FDE35,Starchy Foods,Rice
829,829,DRJ24,Soft Drinks,Cola
830,830,NCK17,Health and Hygiene,Toothpaste
832,832,FDD36,Baking Goods,All-Purpose Flour
833,833,DRD60,Soft Drinks,Cola
837,837,NCM19,Others,Miscellaneous Grocery Items
839,839,FDV12,Baking Goods,All-Purpose Flour
840,840,FDQ31,Fruits and Vegetables,Apples
841,841,FDK55,Meat,Chicken Breast
842,842,DRG15,Dairy,Milk
844,844,FDV01,Canned,Canned Beans
845,845,FDT21,Snack Foods,Potato Chips
846,846,FDT10,Snack Foods,Potato Chips
852,852,FDN02,Canned,Canned Beans
853,853,FDJ40,Frozen Foods,Frozen Pizza
855,855,DRE27,Dairy,Milk
856,856,FDS27,Meat,Chicken Breast
858,858,DRM59,Hard Drinks,Whiskey
861,861,NCV30,Household,Detergent
863,863,FDA51,Dairy,Milk
864,864,FDM46,Snack Foods,Potato Chips
865,865,FDK02,Canned,Canned Beans
866,866,FDJ57,Seafood,Salmon
867,867,FDJ45,Seafood,Salmon
868,868,NCB31,Household,Detergent
870,870,FDT50,Dairy,Milk
871,871,NCY41,Health and Hygiene,Toothpaste
872,872,FDJ60,Baking Goods,All-Purpose Flour
874,874,FDS21,Snack Foods,Potato Chips
876,876,FDQ08,Fruits and Vegetables,Apples
878,878,FDS47,Breads,Whole Wheat Bread
879,879,DRM48,Soft Drinks,Cola
880,880,FDW46,Snack Foods,Potato Chips
883,883,FDU40,Frozen Foods,Frozen Pizza
884,884,DRE12,Soft Drinks,Cola
885,885,FDX35,Breads,Whole Wheat Bread
886,886,FDD51,Dairy,Milk
887,887,FDY27,Dairy,Milk
888,888,NCN06,Household,Detergent
889,889,FDR57,Snack Foods,Potato Chips
893,893,FDR19,Fruits and Vegetables,Apples
894,894,FDJ33,Snack Foods,Potato Chips
896,896,FDA52,Frozen Foods,Frozen Pizza
897,897,FDZ08,Fruits and Vegetables,Apples
898,898,FDR27,Meat,Chicken Breast
899,899,NCK42,Household,Detergent
900,900,FDZ12,Baking Goods,All-Purpose Flour
902,902,NCI31,Others,Miscellaneous Grocery Items
905,905,FDX16,Frozen Foods,Frozen Pizza
907,907,NCA05,Health and Hygiene,Toothpaste
908,908,DRG51,Dairy,Milk
909,909,NCR30,Household,Detergent
911,911,FDM56,Fruits and Vegetables,Apples
913,913,DRM37,Soft Drinks,Cola
914,914,FDN56,Fruits and Vegetables,Apples
920,920,FDO49,Breakfast,Oats
921,921,FDC09,Fruits and Vegetables,Apples
922,922,NCZ41,Health and Hygiene,Toothpaste
923,923,FDP19,Fruits and Vegetables,Apples
924,924,FDQ24,Baking Goods,All-Purpose Flour
925,925,DRL11,Hard Drinks,Whiskey
927,927,FDN52,Frozen Foods,Frozen Pizza
928,928,FDF21,Fruits and Vegetables,Apples
930,930,FDS51,Meat,Chicken Breast
931,931,FDE45,Fruits and Vegetables,Apples
932,932,FDX50,Dairy,Milk
933,933,NCN14,Others,Miscellaneous Grocery Items
934,934,FDQ21,Snack Foods,Potato Chips
938,938,FDL38,Canned,Canned Beans
940,940,DRL37,Soft Drinks,Cola
942,942,FDZ39,Meat,Chicken Breast
944,944,FDH10,Snack Foods,Potato Chips
946,946,FDS35,Breads,Whole Wheat Bread
948,948,FDN21,Snack Foods,Potato Chips
949,949,NCO18,Household,Detergent
951,951,FDD05,Frozen Foods,Frozen Pizza
952,952,FDX59,Breads,Whole Wheat Bread
953,953,FDZ23,Baking Goods,All-Purpose Flour
954,954,FDX27,Dairy,Milk
956,956,FDR14,Dairy,Milk
961,961,FDZ56,Fruits and Vegetables,Apples
962,962,NCL55,Others,Miscellaneous Grocery Items
963,963,FDD59,Starchy Foods,Rice
966,966,DRF23,Hard Drinks,Whiskey
967,967,FDT49,Canned,Canned Beans
969,969,FDH22,Snack Foods,Potato Chips
970,970,FDT34,Snack Foods,Potato Chips
971,971,FDB39,Dairy,Milk
972,972,FDQ22,Snack Foods,Potato Chips
973,973,NCN43,Others,Miscellaneous Grocery Items
974,974,FDG57,Fruits and Vegetables,Apples
976,976,FDU22,Snack Foods,Potato Chips
977,977,NCC43,Household,Detergent
978,978,FDP01,Breakfast,Oats
979,979,FDF52,Frozen Foods,Frozen Pizza
980,980,FDZ33,Snack Foods,Potato Chips
981,981,FDP48,Baking Goods,All-Purpose Flour
982,982,FDW56,Fruits and Vegetables,Apples
983,983,FDC26,Canned,Canned Beans
984,984,FDF34,Snack Foods,Potato Chips
986,986,FDD04,Dairy,Milk
987,987,NCJ31,Others,Miscellaneous Grocery Items
988,988,FDO57,Snack Foods,Potato Chips
989,989,FDM36,Baking Goods,All-Purpose Flour
990,990,NCY05,Health and Hygiene,Toothpaste
994,994,DRK11,Hard Drinks,Whiskey
996,996,NCL30,Household,Detergent
998,998,DRJ39,Dairy,Milk
999,999,NCP06,Household,Detergent
1001,1001,FDZ44,Fruits and Vegetables,Apples
1002,1002,FDV46,Snack Foods,Potato Chips
1004,1004,DRG03,Dairy,Milk
1005,1005,FDU37,Canned,Canned Beans
1006,1006,FDI57,Seafood,Salmon
1007,1007,FDM45,Snack Foods,Potato Chips
1010,1010,FDB26,Canned,Canned Beans
1016,1016,FDZ25,Canned,Canned Beans
1017,1017,NCN26,Household,Detergent
1018,1018,FDO38,Canned,Canned Beans
1020,1020,FDG31,Meat,Chicken Breast
1021,1021,FDI45,Fruits and Vegetables,Apples
1023,1023,FDE17,Frozen Foods,Frozen Pizza
1024,1024,NCG06,Household,Detergent
1025,1025,FDQ57,Snack Foods,Potato Chips
1027,1027,NCP29,Health and Hygiene,Toothpaste
1030,1030,FDM02,Canned,Canned Beans
1032,1032,FDR46,Snack Foods,Potato Chips
1033,1033,FDE50,Canned,Canned Beans
1037,1037,FDS16,Frozen Foods,Frozen Pizza
1038,1038,FDU15,Meat,Chicken Breast
1044,1044,FDO09,Snack Foods,Potato Chips
1045,1045,FDB40,Dairy,Milk
1047,1047,DRN11,Hard Drinks,Whiskey
1049,1049,FDF04,Frozen Foods,Frozen Pizza
1050,1050,FDE41,Frozen Foods,Frozen Pizza
1051,1051,FDW08,Fruits and Vegetables,Apples
1052,1052,NCD54,Household,Detergent
1055,1055,FDN34,Snack Foods,Potato Chips
1056,1056,FDL39,Dairy,Milk
1058,1058,FDH33,Snack Foods,Potato Chips
1061,1061,DRH23,Hard Drinks,Whiskey
1066,1066,FDD21,Fruits and Vegetables,Apples
1074,1074,FDK60,Baking Goods,All-Purpose Flour
1075,1075,FDY12,Baking Goods,All-Purpose Flour
1077,1077,FDP11,Breads,Whole Wheat Bread
1078,1078,FDC21,Fruits and Vegetables,Apples
1079,1079,NCF54,Household,Detergent
1081,1081,FDV43,Fruits and Vegetables,Apples
1084,1084,DRC36,Soft Drinks,Cola
1086,1086,NCW42,Household,Detergent
1088,1088,FDL13,Breakfast,Oats
1091,1091,FDV22,Snack Foods,Potato Chips
1092,1092,NCB43,Household,Detergent
1093,1093,FDQ46,Snack Foods,Potato Chips
1094,1094,FDC44,Fruits and Vegetables,Apples
1095,1095,FDB22,Snack Foods,Potato Chips
1096,1096,FDV23,Breads,Whole Wheat Bread
1097,1097,FDK10,Snack Foods,Potato Chips
1099,1099,FDL33,Snack Foods,Potato Chips
1100,1100,FDD20,Fruits and Vegetables,Apples
1101,1101,NCM54,Household,Detergent
1102,1102,FDW48,Baking Goods,All-Purpose Flour
1104,1104,NCM06,Household,Detergent
1106,1106,FDT46,Snack Foods,Potato Chips
1108,1108,FDT38,Dairy,Milk
1110,1110,FDO40,Frozen Foods,Frozen Pizza
1111,1111,FDP12,Baking Goods,All-Purpose Flour
1112,1112,FDI44,Fruits and Vegetables,Apples
1114,1114,FDG16,Frozen Foods,Frozen Pizza
1121,1121,FDY11,Baking Goods,All-Purpose Flour
1125,1125,FDY60,Baking Goods,All-Purpose Flour
1127,1127,NCM05,Health and Hygiene,Toothpaste
1129,1129,FDA49,Canned,Canned Beans
1130,1130,FDY52,Frozen Foods,Frozen Pizza
1134,1134,FDJ02,Canned,Canned Beans
1135,1135,FDW40,Frozen Foods,Frozen Pizza
1137,1137,FDY08,Fruits and Vegetables,Apples
1138,1138,FDM21,Snack Foods,Potato Chips
1140,1140,NCM42,Household,Detergent
1143,1143,NCD07,Household,Detergent
1145,1145,FDD09,Fruits and Vegetables,Apples
1146,1146,DRH59,Hard Drinks,Whiskey
1148,1148,DRA24,Soft Drinks,Cola
1149,1149,FDY36,Baking Goods,All-Purpose Flour
1150,1150,FDG34,Snack Foods,Potato Chips
1153,1153,FDK22,Snack Foods,Potato Chips
1155,1155,FDO33,Snack Foods,Potato Chips
1159,1159,FDD46,Snack Foods,Potato Chips
1162,1162,FDU34,Snack Foods,Potato Chips
1164,1164,FDA26,Dairy,Milk
1165,1165,FDP38,Canned,Canned Beans
1167,1167,FDA50,Dairy,Milk
1168,1168,FDY10,Snack Foods,Potato Chips
1170,1170,FDT19,Fruits and Vegetables,Apples
1174,1174,FDA28,Frozen Foods,Frozen Pizza
1175,1175,FDB05,Frozen Foods,Frozen Pizza
1176,1176,FDK45,Seafood,Salmon
1179,1179,FDR48,Baking Goods,All-Purpose Flour
1180,1180,FDY15,Dairy,Milk
1181,1181,FDM51,Meat,Chicken Breast
1183,1183,FDW09,Snack Foods,Potato Chips
1184,1184,FDV44,Fruits and Vegetables,Apples
1187,1187,NCP43,Others,Miscellaneous Grocery Items
1188,1188,FDL26,Canned,Canned Beans
1189,1189,DRM35,Hard Drinks,Whiskey
1191,1191,DRD15,Dairy,Milk
1193,1193,FDV04,Frozen Foods,Frozen Pizza
1194,1194,FDG46,Snack Foods,Potato Chips
1196,1196,NCN05,Health and Hygiene,Toothpaste
1200,1200,FDO58,Snack Foods,Potato Chips
1204,1204,DRH49,Soft Drinks,Cola
1208,1208,NCZ05,Health and Hygiene,Toothpaste
1210,1210,NCP54,Household,Detergent
1217,1217,FDF57,Fruits and Vegetables,Apples
1219,1219,FDA02,Dairy,Milk
1220,1220,DRJ37,Soft Drinks,Cola
1221,1221,NCP55,Others,Miscellaneous Grocery Items
1222,1222,FDW45,Snack Foods,Potato Chips
1223,1223,FDK38,Canned,Canned Beans
1224,1224,NCZ30,Household,Detergent
1225,1225,FDK08,Fruits and Vegetables,Apples
1229,1229,NCG19,Household,Detergent
1232,1232,FDQ01,Canned,Canned Beans
1235,1235,FDL44,Fruits and Vegetables,Apples
1237,1237,DRM23,Hard Drinks,Whiskey
1239,1239,NCE18,Household,Detergent
1241,1241,DRZ24,Soft Drinks,Cola
1242,1242,FDT48,Baking Goods,All-Purpose Flour
1243,1243,DRG11,Hard Drinks,Whiskey
1246,1246,FDP60,Baking Goods,All-Purpose Flour
1249,1249,FDC32,Fruits and Vegetables,Apples
1251,1251,NCH18,Household,Detergent
1252,1252,DRE37,Soft Drinks,Cola
1253,1253,DRC13,Soft Drinks,Cola
1254,1254,FDG47,Starchy Foods,Rice
1257,1257,NCT05,Health and Hygiene,Toothpaste
1258,1258,FDN50,Canned,Canned Beans
1259,1259,FDU60,Baking Goods,All-Purpose Flour
1260,1260,FDX02,Dairy,Milk
1265,1265,NCO41,Health and Hygiene,Toothpaste
1266,1266,FDQ59,Breads,Whole Wheat Bread
1267,1267,NCZ53,Health and Hygiene,Toothpaste
1269,1269,FDD34,Snack Foods,Potato Chips
1271,1271,FDY43,Fruits and Vegetables,Apples
1278,1278,FDN44,Fruits and Vegetables,Apples
1279,1279,FDD32,Fruits and Vegetables,Apples
1281,1281,FDA56,Fruits and Vegetables,Apples
1284,1284,FDT13,Canned,Canned Beans
1287,1287,NCY29,Health and Hygiene,Toothpaste
1292,1292,NCA42,Household,Detergent
1294,1294,FDG26,Canned,Canned Beans
1295,1295,FDH24,Baking Goods,All-Purpose Flour
1297,1297,FDT52,Frozen Foods,Frozen Pizza
1298,1298,FDT04,Frozen Foods,Frozen Pizza
1301,1301,NCL54,Household,Detergent
1304,1304,FDQ32,Fruits and Vegetables,Apples
1305,1305,FDE29,Frozen Foods,Frozen Pizza
1307,1307,FDB37,Baking Goods,All-Purpose Flour
1310,1310,FDN46,Snack Foods,Potato Chips
1311,1311,FDV28,Frozen Foods,Frozen Pizza
1313,1313,FDW37,Canned,Canned Beans
1314,1314,FDV40,Frozen Foods,Frozen Pizza
1315,1315,FDZ57,Snack Foods,Potato Chips
1316,1316,FDY46,Snack Foods,Potato Chips
1317,1317,FDX45,Snack Foods,Potato Chips
1318,1318,FDB33,Fruits and Vegetables,Apples
1319,1319,FDT58,Snack Foods,Potato Chips
1322,1322,NCL31,Others,Miscellaneous Grocery Items
1327,1327,FDJ44,Fruits and Vegetables,Apples
1328,1328,FDS50,Dairy,Milk
1335,1335,FDO50,Canned,Canned Beans
1338,1338,FDU20,Fruits and Vegetables,Apples
1339,1339,DRK13,Soft Drinks,Cola
1341,1341,FDI20,Fruits and Vegetables,Apples
1348,1348,FDG17,Frozen Foods,Frozen Pizza
1350,1350,NCK29,Health and Hygiene,Toothpaste
1351,1351,FDM32,Fruits and Vegetables,Apples
1353,1353,FDC51,Dairy,Milk
1354,1354,FDF16,Frozen Foods,Frozen Pizza
1358,1358,FDI46,Snack Foods,Potato Chips
1359,1359,FDZ21,Snack Foods,Potato Chips
1363,1363,FDR32,Fruits and Vegetables,Apples
1364,1364,DRF25,Soft Drinks,Cola
1367,1367,FDH05,Frozen Foods,Frozen Pizza
1371,1371,FDD52,Dairy,Milk
1372,1372,FDR55,Fruits and Vegetables,Apples
1375,1375,FDP04,Frozen Foods,Frozen Pizza
1378,1378,FDQ14,Dairy,Milk
1381,1381,DRN59,Hard Drinks,Whiskey
1382,1382,NCR06,Household,Detergent
1385,1385,FDB58,Snack Foods,Potato Chips
1387,1387,NCV41,Health and Hygiene,Toothpaste
1388,1388,FDW19,Fruits and Vegetables,Apples
1389,1389,FDO56,Fruits and Vegetables,Apples
1391,1391,FDN10,Snack Foods,Potato Chips
1392,1392,FDY20,Fruits and Vegetables,Apples
1394,1394,FDV34,Snack Foods,Potato Chips
1395,1395,NCX18,Household,Detergent
1397,1397,NCZ17,Health and Hygiene,Toothpaste
1399,1399,FDD57,Fruits and Vegetables,Apples
1403,1403,FDZ48,Baking Goods,All-Purpose Flour
1405,1405,FDZ31,Fruits and Vegetables,Apples
1409,1409,FDA04,Frozen Foods,Frozen Pizza
1410,1410,FDL21,Snack Foods,Potato Chips
1414,1414,DRG49,Soft Drinks,Cola
1416,1416,FDR51,Meat,Chicken Breast
1418,1418,FDC39,Dairy,Milk
1419,1419,FDP45,Snack Foods,Potato Chips
1420,1420,FDC56,Fruits and Vegetables,Apples
1425,1425,FDE59,Starchy Foods,Rice
1426,1426,FDB04,Dairy,Milk
1427,1427,NCK05,Health and Hygiene,Toothpaste
1428,1428,FDR03,Meat,Chicken Breast
1429,1429,FDQ03,Meat,Chicken Breast
1430,1430,FDC59,Starchy Foods,Rice
1431,1431,DRB13,Soft Drinks,Cola
1432,1432,NCE54,Household,Detergent
1436,1436,FDP23,Breads,Whole Wheat Bread
1440,1440,NCL29,Health and Hygiene,Toothpaste
1442,1442,FDM57,Snack Foods,Potato Chips
1443,1443,FDZ36,Baking Goods,All-Purpose Flour
1448,1448,FDO46,Snack Foods,Potato Chips
1449,1449,FDD16,Frozen Foods,Frozen Pizza
1450,1450,FDZ20,Fruits and Vegetables,Apples
1453,1453,FDY44,Fruits and Vegetables,Apples
1454,1454,FDW38,Dairy,Milk
1455,1455,FDY33,Snack Foods,Potato Chips
1456,1456,DRH51,Dairy,Milk
1458,1458,FDI50,Canned,Canned Beans
1459,1459,FDB60,Baking Goods,All-Purpose Flour
1461,1461,FDA20,Fruits and Vegetables,Apples
1462,1462,NCX05,Health and Hygiene,Toothpaste
1463,1463,DRF37,Soft Drinks,Cola
1464,1464,FDJ26,Canned,Canned Beans
1466,1466,FDZ58,Snack Foods,Potato Chips
1467,1467,FDZ50,Dairy,Milk
1468,1468,NCG18,Household,Detergent
1470,1470,FDH50,Canned,Canned Beans
1471,1471,DRO35,Hard Drinks,Whiskey
1475,1475,FDP52,Frozen Foods,Frozen Pizza
1482,1482,FDC05,Frozen Foods,Frozen Pizza
1484,1484,NCA41,Health and Hygiene,Toothpaste
1486,1486,FDX56,Fruits and Vegetables,Apples
1489,1489,FDS01,Canned,Canned Beans
1490,1490,FDW34,Snack Foods,Potato Chips
1493,1493,NCP02,Household,Detergent
1495,1495,FDZ49,Canned,Canned Beans
1496,1496,NCJ17,Health and Hygiene,Toothpaste
1499,1499,FDI53,Frozen Foods,Frozen Pizza
1500,1500,FDW02,Dairy,Milk
1507,1507,FDO48,Baking Goods,All-Purpose Flour
1509,1509,FDF56,Fruits and Vegetables,Apples
1510,1510,FDL57,Snack Foods,Potato Chips
1513,1513,FDV52,Frozen Foods,Frozen Pizza
1517,1517,NCS41,Health and Hygiene,Toothpaste
1520,1520,FDF12,Baking Goods,All-Purpose Flour
1521,1521,FDM13,Breakfast,Oats
1523,1523,FDW55,Fruits and Vegetables,Apples
1524,1524,NCT29,Health and Hygiene,Toothpaste
1527,1527,NCS42,Household,Detergent
1529,1529,FDD47,Starchy Foods,Rice
1530,1530,DRE03,Dairy,Milk
1531,1531,NCM18,Household,Detergent
1534,1534,FDE20,Fruits and Vegetables,Apples
1535,1535,FDI33,Snack Foods,Potato Chips
1536,1536,NCT06,Household,Detergent
1545,1545,FDK52,Frozen Foods,Frozen Pizza
1546,1546,FDJ36,Baking Goods,All-Purpose Flour
1548,1548,NCK18,Household,Detergent
1550,1550,FDB08,Fruits and Vegetables,Apples
1551,1551,FDX43,Fruits and Vegetables,Apples
1555,1555,FDU58,Snack Foods,Potato Chips
1560,1560,FDL09,Snack Foods,Potato Chips
1562,1562,FDR37,Breakfast,Oats
1563,1563,FDG56,Fruits and Vegetables,Apples
1578,1578,NCC55,Household,Detergent
1582,1582,FDA25,Canned,Canned Beans
1583,1583,FDV33,Snack Foods,Potato Chips
1584,1584,FDX47,Breads,Whole Wheat Bread
1587,1587,FDB02,Canned,Canned Beans
1596,1596,FDI56,Fruits and Vegetables,Apples
1602,1602,DRJ49,Soft Drinks,Cola
1603,1603,FDP26,Dairy,Milk
1607,1607,FDO32,Fruits and Vegetables,Apples
1608,1608,FDR34,Snack Foods,Potato Chips
1609,1609,FDU59,Breads,Whole Wheat Bread
1610,1610,FDN31,Fruits and Vegetables,Apples
1611,1611,FDT55,Fruits and Vegetables,Apples
1615,1615,FDC03,Dairy,Milk
1617,1617,FDL14,Canned,Canned Beans
1618,1618,FDP39,Meat,Chicken Breast
1621,1621,FDT11,Breads,Whole Wheat Bread
1622,1622,FDU48,Baking Goods,All-Purpose Flour
1628,1628,FDT45,Snack Foods,Potato Chips
1629,1629,FDE56,Fruits and Vegetables,Apples
1633,1633,FDZ34,Starchy Foods,Rice
1643,1643,FDV24,Baking Goods,All-Purpose Flour
1645,1645,FDQ39,Meat,Chicken Breast
1649,1649,FDE11,Starchy Foods,Rice
1650,1650,NCU54,Household,Detergent
1653,1653,FDO60,Baking Goods,All-Purpose Flour
1654,1654,NCS06,Household,Detergent
1656,1656,FDQ55,Fruits and Vegetables,Apples
1659,1659,NCO02,Others,Miscellaneous Grocery Items
1662,1662,FDB12,Baking Goods,All-Purpose Flour
1663,1663,FDT40,Frozen Foods,Frozen Pizza
1664,1664,NCO05,Health and Hygiene,Toothpaste
1666,1666,FDM04,Frozen Foods,Frozen Pizza
1669,1669,FDH08,Fruits and Vegetables,Apples
1670,1670,NCQ06,Household,Detergent
1672,1672,FDZ40,Frozen Foods,Frozen Pizza
1675,1675,NCM17,Health and Hygiene,Toothpaste
1678,1678,FDU03,Meat,Chicken Breast
1680,1680,NCX30,Household,Detergent
1681,1681,FDV08,Fruits and Vegetables,Apples
1685,1685,DRK47,Hard Drinks,Whiskey
1692,1692,DRI47,Hard Drinks,Whiskey
1695,1695,FDR35,Breads,Whole Wheat Bread
1696,1696,FDK03,Dairy,Milk
1699,1699,FDZ59,Baking Goods,All-Purpose Flour
1707,1707,FDL03,Meat,Chicken Breast
1708,1708,DRC25,Soft Drinks,Cola
1716,1716,NCG07,Household,Detergent
1719,1719,FDL45,Snack Foods,Potato Chips
1722,1722,FDC45,Fruits and Vegetables,Apples
1723,1723,FDI40,Frozen Foods,Frozen Pizza
1724,1724,FDQ11,Breads,Whole Wheat Bread
1729,1729,FDQ52,Frozen Foods,Frozen Pizza
1733,1733,FDJ27,Meat,Chicken Breast
1736,1736,FDT26,Dairy,Milk
1742,1742,NCH07,Household,Detergent
1743,1743,FDP44,Fruits and Vegetables,Apples
1747,1747,FDI48,Baking Goods,All-Purpose Flour
1750,1750,NCF06,Household,Detergent
1752,1752,NCL05,Health and Hygiene,Toothpaste
1753,1753,FDT24,Baking Goods,All-Purpose Flour
1757,1757,FDS11,Breads,Whole Wheat Bread
1758,1758,FDC28,Frozen Foods,Frozen Pizza
1760,1760,DRE15,Dairy,Milk
1766,1766,NCI42,Household,Detergent
1768,1768,FDX37,Canned,Canned Beans
1772,1772,FDM09,Snack Foods,Potato Chips
1773,1773,NCW54,Household,Detergent
1786,1786,FDF47,Starchy Foods,Rice
1796,1796,DRD01,Soft Drinks,Cola
1806,1806,FDN25,Breakfast,Oats
1814,1814,FDW36,Baking Goods,All-Purpose Flour
1819,1819,FDP20,Fruits and Vegetables,Apples
1821,1821,FDR45,Snack Foods,Potato Chips
1824,1824,FDZ45,Snack Foods,Potato Chips
1825,1825,FDB23,Starchy Foods,Rice
1828,1828,NCM26,Others,Miscellaneous Grocery Items
1832,1832,FDK40,Frozen Foods,Frozen Pizza
1835,1835,NCL42,Household,Detergent
1843,1843,FDY04,Frozen Foods,Frozen Pizza
1849,1849,NCG30,Household,Detergent
1850,1850,NCH29,Health and Hygiene,Toothpaste
1855,1855,NCM29,Health and Hygiene,Toothpaste
1857,1857,FDD53,Frozen Foods,Frozen Pizza
1864,1864,NCP41,Health and Hygiene,Toothpaste
1871,1871,FDJ28,Frozen Foods,Frozen Pizza
1873,1873,FDH44,Fruits and Vegetables,Apples
1874,1874,NCY54,Household,Detergent
1876,1876,DRA59,Soft Drinks,Cola
1877,1877,FDS55,Fruits and Vegetables,Apples
1881,1881,NCN19,Others,Miscellaneous Grocery Items
1884,1884,FDH09,Seafood,Salmon
1888,1888,FDS25,Canned,Canned Beans
1890,1890,NCI30,Household,Detergent
1893,1893,FDM33,Snack Foods,Potato Chips
1897,1897,NCA53,Health and Hygiene,Toothpaste
1903,1903,FDS56,Fruits and Vegetables,Apples
1904,1904,FDT07,Fruits and Vegetables,Apples
1906,1906,FDJ10,Snack Foods,Potato Chips
1909,1909,FDA38,Dairy,Milk
1914,1914,FDW32,Fruits and Vegetables,Apples
1915,1915,NCW18,Household,Detergent
1916,1916,FDQ44,Fruits and Vegetables,Apples
1919,1919,FDQ34,Snack Foods,Potato Chips
1921,1921,FDN08,Fruits and Vegetables,Apples
1922,1922,FDK57,Snack Foods,Potato Chips
1931,1931,DRG48,Soft Drinks,Cola
1932,1932,FDH52,Frozen Foods,Frozen Pizza
1934,1934,NCH43,Household,Detergent
1939,1939,FDD35,Starchy Foods,Rice
1940,1940,FDR01,Canned,Canned Beans
1943,1943,FDS23,Breads,Whole Wheat Bread
1947,1947,FDJ53,Frozen Foods,Frozen Pizza
1950,1950,FDA32,Fruits and Vegetables,Apples
1955,1955,FDX01,Canned,Canned Beans
1967,1967,FDA48,Baking Goods,All-Purpose Flour
1971,1971,FDI09,Seafood,Salmon
1973,1973,DRF13,Soft Drinks,Cola
1974,1974,FDK25,Breakfast,Oats
1978,1978,FDC20,Fruits and Vegetables,Apples
1980,1980,FDQ19,Fruits and Vegetables,Apples
1983,1983,FDV50,Dairy,Milk
1986,1986,DRG37,Soft Drinks,Cola
1991,1991,FDS08,Fruits and Vegetables,Apples
1995,1995,FDG22,Snack Foods,Potato Chips
1996,1996,DRJ47,Hard Drinks,Whiskey
1998,1998,FDZ43,Fruits and Vegetables,Apples
2000,2000,FDJ50,Canned,Canned Beans
2001,2001,FDV35,Breads,Whole Wheat Bread
2003,2003,DRL35,Hard Drinks,Whiskey
2005,2005,FDS24,Baking Goods,All-Purpose Flour
2007,2007,FDS13,Canned,Canned Beans
2009,2009,FDW26,Dairy,Milk
2010,2010,FDQ12,Baking Goods,All-Purpose Flour
2012,2012,FDL36,Baking Goods,All-Purpose Flour
2017,2017,DRJ11,Hard Drinks,Whiskey
2019,2019,NCT17,Health and Hygiene,Toothpaste
2022,2022,DRH36,Soft Drinks,Cola
2024,2024,NCA17,Health and Hygiene,Toothpaste
2027,2027,FDG41,Frozen Foods,Frozen Pizza
2042,2042,NCS38,Household,Detergent
2043,2043,FDQ16,Frozen Foods,Frozen Pizza
2044,2044,FDS40,Frozen Foods,Frozen Pizza
2046,2046,FDV31,Fruits and Vegetables,Apples
2047,2047,NCD42,Health and Hygiene,Toothpaste
2050,2050,FDW21,Snack Foods,Potato Chips
2054,2054,DRF60,Soft Drinks,Cola
2055,2055,FDQ36,Baking Goods,All-Purpose Flour
2056,2056,FDP34,Snack Foods,Potato Chips
2061,2061,FDI02,Canned,Canned Beans
2064,2064,FDG50,Canned,Canned Beans
2066,2066,FDV48,Baking Goods,All-Purpose Flour
2070,2070,FDH02,Canned,Canned Beans
2071,2071,NCD43,Household,Detergent
2072,2072,FDE46,Snack Foods,Potato Chips
2073,2073,NCO42,Household,Detergent
2074,2074,FDR40,Frozen Foods,Frozen Pizza
2080,2080,DRE48,Soft Drinks,Cola
2086,2086,FDV16,Frozen Foods,Frozen Pizza
2087,2087,FDY19,Fruits and Vegetables,Apples
2097,2097,FDD41,Frozen Foods,Frozen Pizza
2101,2101,NCK07,Others,Miscellaneous Grocery Items
2104,2104,FDZ60,Baking Goods,All-Purpose Flour
2106,2106,FDW47,Breads,Whole Wheat Bread
2112,2112,FDX58,Snack Foods,Potato Chips
2117,2117,FDS04,Frozen Foods,Frozen Pizza
2120,2120,FDK16,Frozen Foods,Frozen Pizza
2127,2127,NCU42,Household,Detergent
2131,2131,FDS37,Canned,Canned Beans
2132,2132,FDO25,Canned,Canned Beans
2133,2133,FDS57,Snack Foods,Potato Chips
2134,2134,FDI52,Frozen Foods,Frozen Pizza
2136,2136,FDG40,Frozen Foods,Frozen Pizza
2137,2137,FDU49,Canned,Canned Beans
2144,2144,NCM30,Household,Detergent
2146,2146,DRO47,Hard Drinks,Whiskey
2152,2152,NCY06,Household,Detergent
2157,2157,NCL41,Health and Hygiene,Toothpaste
